258,B
259,B
260,A
261,C
262,C
263,B
264,A
265,C
266,B
267,A
268,A
269,C
270,B
271,C
272,A
273,B
274,C
275,A
276,C
277,A
278,C
279,B
280,B
281,A
282,A
283,C
284,C
285,B
286,B
287,B
288,A
289,C
290,A
291,C
292,B
293,A
294,C
295,B
296,C
297,C
298,C
299,C
300,A
301,C
302,B
303,B
304,B
305,A
306,C
307,A
308,B
309,C
310,C
311,C
312,C
313,B
314,A
315,B
316,C
317,B
318,B
319,A
320,C
321,B
322,A
323,A
324,B
325,C
326,C
327,B
328,A
329,A
330,C
331,A
332,C
333,A
334,A
335,B
336,C
337,B
338,C
339,A
340,C
341,B
342,B
343,A
344,C
345,A
346,B
347,C
348,C
349,C
350,C
351,C
352,A
353,C
354,C
355,C
356,B
357,A
358,B
359,B
360,C
361,C
362,A
363,C
364,A
365,A
366,B
367,A
368,B
369,A
370,A
371,B
372,B
373,A
374,B
375,C
376,B
377,A
378,B
379,B
380,C
381,B
382,A
383,C
384,B
385,B
386,B
387,B
388,B
389,A
390,B
391,A
392,B
393,B
394,B
395,C
396,A
397,B
398,C
399,A
400,A
401,A
402,A
403,B
404,A
405,B
406,B
407,B
408,C
409,B
410,B
411,A
412,C
413,A
414,C
415,A
416,C
417,C
418,B
419,A
420,B
421,B
422,C
423,A
424,C
425,C
426,C
427,A
428,A
429,A
430,C
431,A
432,C
433,C
434,B
435,A
436,A
437,B
438,C
439,B
440,B
441,C
442,B
443,B
444,A
445,A
446,C
447,C
448,A
449,C
450,B
451,C
452,A
453,B
454,C
455,B
456,C
457,B
458,C
459,C
460,B
461,C
462,C
463,A
464,B
465,B
466,C
467,B
468,C
469,A
470,A
471,C
472,B
473,A
474,B
475,C
476,B
477,B
478,B
479,A
480,A
481,A
482,C
483,A
484,B
485,A
486,A
487,B
488,A
489,B
490,A
491,B
492,B
493,C
494,C
495,B
496,C
497,A
498,C
499,A
500,C
501,A
502,B
503,C
504,B
505,A
506,A
507,C
508,B
509,C
510,C
511,A
512,A
513,C
514,A
515,A
516,C
517,B
518,A
519,B
520,B
521,B
522,C
523,C
524,B
525,A
526,C
527,B
528,C
529,B
530,B
531,C
532,A
533,C
534,A
535,B
536,B
537,B
538,B
539,A
540,C
541,A
542,B
543,A
544,A
545,B
546,C
547,A
548,B
549,A
550,A
551,C
552,A
553,C
554,C
555,B
556,A
557,B
558,C
559,A
560,C
561,A
562,A
563,B
564,A
565,C
566,C
567,C
568,C
569,C
570,A
571,A
572,A
573,A
574,C
575,A
576,C
577,B
578,B
579,C
580,C
581,B
582,B
583,C
584,C
585,B
586,B
587,B
588,C
589,B
590,B
591,C
592,C
593,A
594,C
595,C
596,C
597,B
598,A
599,C
600,A
601,C
602,B
603,A
604,B
605,C
606,C
607,A
608,B
609,C
610,C
611,B
612,A
613,C
614,B
615,B
616,B
617,C
618,B
619,A
620,A
621,A
622,C
623,C
624,B
625,C
626,A
627,A
628,C
629,A
630,C
631,C
632,C
633,C
634,A
635,B
636,C
637,B
638,C
639,B
640,A
641,C
642,C
643,B
644,A
645,C
646,B
647,C
648,B
649,C
650,C
651,A
652,A
653,C
654,B
655,C
656,C
657,A
658,A
659,B
660,C
661,B
662,C
663,C
664,A
665,C
666,B
667,B
668,C
669,C
670,C
671,C
672,C
673,A
674,B
675,B
676,B
677,A
678,B
679,C
680,B
681,C
682,C
683,A
684,B
685,A
686,A
687,B
688,A
689,B
690,B
691,C
692,B
693,A
694,C
695,B
696,C
697,A
698,A
699,C
700,A
701,C
702,C
703,B
704,B
705,A
706,B
707,C
708,B
709,C
710,B
711,B
712,B
713,B
714,A
715,A
716,B
717,A
718,B
719,B
720,B
721,B
722,B
723,B
724,B
725,C
726,C
727,B
728,B
729,B
730,A
731,C
732,A
733,B
734,B
735,C
736,B
737,B
738,B
739,A
740,B
741,C
742,A
743,A
744,C
745,A
746,B
747,C
748,A
749,A
750,A
751,B
752,B
753,A
754,A
755,A
756,A
757,B
758,A
759,C
760,C
761,B
762,B
763,A
764,A
765,A
766,C
767,B
768,C
769,A
770,A
771,B
772,A
773,B
774,A
775,A
776,A
777,A
778,C
779,B
780,A
781,A
782,B
783,A
784,B
785,B
786,C
787,C
788,A
789,B
790,C
791,C
792,A
793,C
794,B
795,C
796,C
797,B
798,C
799,C
800,C
801,C
802,A
803,B
804,B
805,A
806,A
807,C
808,B
809,C
810,A
811,B
812,A
813,B
814,C
815,C
816,B
817,B
818,B
819,B
820,C
821,A
822,B
823,B
824,A
825,B
826,B
827,B
828,A
829,A
830,A
831,A
832,C
833,A
834,A
835,A
836,B
837,C
838,B
839,A
840,A
841,A
842,B
843,A
844,B
845,A
846,C
847,A
848,A
849,B
850,C
851,A
852,B
853,B
854,A
855,C
856,C
857,C
858,A
859,A
860,B
861,C
862,A
863,B
864,C
865,A
866,A
867,C
868,B
869,C
870,A
871,B
872,B
873,B
874,A
875,B
876,C
877,A
878,B
879,A
880,B
881,C
882,B
883,B
884,B
885,A
886,C
887,A
888,B
889,B
890,A
891,A
892,A
893,C
894,A
895,B
896,A
897,A
898,B
899,A
900,B
901,A
902,B
903,A
904,B
905,A
906,C
907,B
908,B
909,A
910,A
911,A
912,C
913,A
914,C
915,C
916,C
917,B
918,A
919,C
920,B
921,B
922,B
923,C
924,C
925,C
926,B
927,B
928,B
929,C
930,C
931,C
932,A
933,A
934,B
935,C
936,A
937,C
938,C
939,A
940,C
941,B
942,C
943,C
944,B
945,A
946,A
947,B
948,B
949,B
950,A
951,C
952,B
953,C
954,A
955,B
956,A
957,B
958,A
959,B
960,A
961,B
962,C
963,C
964,B
965,C
966,B
967,A
968,B
969,B
970,A
971,B
972,A
973,C
974,C
975,B
976,C
977,B
978,A
979,A
980,A
981,A
982,A
983,A
984,C
985,A
986,B
987,C
988,A
989,C
990,C
991,C
992,A
993,B
994,B
995,C
996,B
997,C
998,B
999,B
1000,A
1001,B
1002,B
1003,B
1004,A
1005,A
1006,C
1007,A
1008,C
1009,A
1010,A
1011,B
1012,A
1013,C
1014,C
1015,B
1016,A
1017,C
1018,A
1019,B
1020,B
1021,B
1022,C
1023,A
1024,C
1025,B
1026,B
1027,C
1028,B
1029,C
1030,B
1031,C
1032,C
1033,A
1034,C
1035,C
1036,B
1037,C
1038,A
1039,B
1040,A
1041,C
1042,B
1043,B
1044,B
1045,C
1046,A
1047,C
1048,A
1049,B
1050,A
1051,B
1052,C
1053,C
1054,C
1055,B
1056,B
1057,A
1058,A
1059,B
1060,C
1061,A
1062,C
1063,C
1064,C
1065,B
1066,C
1067,C
1068,C
1069,A
1070,B
1071,A
1072,C
1073,C
1074,A
1075,B
1076,C
1077,A
1078,B
1079,B
1080,C
1081,B
1082,B
1083,C
1084,C
1085,B
1086,C
1087,B
1088,B
1089,A
1090,B
1091,A
1092,C
1093,C
1094,A
1095,C
1096,A
1097,A
1098,C
1099,A
1100,C
1101,C
1102,B
1103,C
1104,C
1105,C
1106,C
1107,B
1108,A
1109,B
1110,C
1111,B
1112,B
1113,C
1114,C
1115,A
1116,B
1117,B
1118,C
1119,B
1120,C
1121,A
1122,C
1123,A
1124,C
1125,A
1126,C
1127,A
1128,B
1129,C
1130,B
1131,C
1132,A
1133,C
1134,A
1135,B
1136,B
1137,A
1138,C
1139,B
1140,B
1141,B
1142,A
1143,B
1144,A
1145,B
1146,A
1147,A
1148,A
1149,A
1150,C
1151,C
1152,A
1153,A
1154,A
1155,A
1156,B
1157,A
1158,B
1159,C
1160,A
1161,B
1162,B
1163,A
1164,B
1165,C
1166,C
1167,A
1168,A
1169,A
1170,B
1171,B
1172,B
1173,B
1174,A
1175,A
1176,B
1177,B
1178,B
1179,A
1180,C
1181,B
1182,A
1183,B
1184,C
1185,C
1186,B
1187,B
1188,C
1189,C
1190,B
1191,C
1192,B
1193,B
1194,B
1195,A
1196,C
1197,C
1198,A
1199,B
1200,C
1201,C
1202,A
1203,A
1204,B
1205,B
1206,C
1207,B
1208,B
1209,A
1210,A
1211,A
1212,C
1213,C
1214,B
1215,A
1216,A
1217,A
1218,B
1219,A
1220,A
1221,A
1222,A
1223,B
1224,B
1225,B
1226,B
1227,C
1228,C
1229,C
1230,A
1231,A
1232,C
1233,C
1234,B
1235,B
1236,B
1237,B
1238,A
1239,C
1240,A
1241,A
1242,C
1243,A
1244,B
1245,C
1246,A
1247,B
1248,C
1249,C
1250,B
1251,A
1252,A
1253,A
1254,A
1255,A
1256,C
1257,A
1258,B
1259,C
1260,C
1261,B
1262,B
1263,C
1264,A
1265,A
1266,B
1267,C
1268,B
1269,A
1270,C
1271,B
1272,C
1273,C
1274,C
1275,B
1276,B
1277,B
1278,C
1279,A
1280,A
1281,B
1282,C
1283,C
1284,B
1285,B
1286,B
1287,A
1288,A
1289,A
1290,A
1291,A
1292,A
1293,C
1294,B
1295,B
1296,A
1297,C
1298,A
1299,A
1300,A
1301,B
1302,C
1303,C
1304,A
1305,A
1306,A
1307,C
1308,B
1309,B
1310,C
1311,B
1312,B
1313,C
1314,C
1315,A
1316,B
1317,A
1318,A
1319,A
1320,B
1321,A
1322,B
1323,A
1324,C
1325,B
1326,C
1327,C
1328,B
1329,B
1330,A
1331,A
1332,B
1333,A
1334,C
1335,C
1336,A
1337,A
1338,A
1339,A
1340,C
1341,B
1342,A
1343,C
1344,A
1345,A
1346,C
1347,A
1348,C
1349,C
1350,A
1351,C
1352,C
1353,B
1354,B
1355,B
1356,B
1357,A
1358,A
1359,A
1360,B
1361,A
1362,A
1363,A
1364,C
1365,C
1366,A
1367,C
1368,A
1369,C
1370,C
1371,B
1372,B
1373,A
1374,B
1375,C
1376,C
1377,A
1378,B
1379,B
1380,A
1381,A
1382,A
1383,B
1384,B
1385,C
1386,C
1387,A
1388,B
1389,A
1390,A
1391,B
1392,B
1393,A
1394,C
1395,B
1396,A
1397,A
1398,C
1399,B
1400,A
1401,C
1402,C
1403,B
1404,C
1405,C
1406,C
1407,C
1408,C
1409,B
1410,A
1411,C
1412,C
1413,B
1414,C
1415,C
1416,A
1417,C
1418,A
1419,C
1420,A
1421,B
1422,B
1423,C
1424,C
1425,C
1426,B
1427,C
1428,A
1429,B
1430,A
1431,A
1432,A
1433,A
1434,C
1435,A
1436,C
1437,B
1438,A
1439,A
1440,A
1441,C
1442,B
1443,A
1444,C
1445,B
1446,A
1447,A
1448,A
1449,B
1450,A
1451,C
1452,C
1453,C
1454,C
1455,B
1456,C
1457,A
1458,B
1459,C
1460,B
1461,B
1462,A
1463,C
1464,C
1465,C
1466,B
1467,A
1468,B
1469,A
1470,B
1471,B
1472,C
1473,A
1474,C
1475,A
1476,B
1477,C
1478,B
1479,B
1480,B
1481,A
1482,B
1483,B
1484,C
1485,B
1486,C
1487,B
1488,C
1489,A
1490,A
1491,B
1492,A
1493,B
1494,A
1495,A
1496,C
1497,A
1498,A
1499,B
1500,C
1501,A
1502,C
1503,C
1504,C
1505,C
1506,C
1507,A
1508,C
1509,B
1510,A
1511,C
1512,A
1513,C
1514,C
1515,A
1516,C
1517,A
1518,A
1519,C
1520,B
1521,C
1522,C
1523,A
1524,A
1525,B
1526,C
1527,B
1528,B
1529,B
1530,C
1531,C
1532,C
1533,B
1534,C
1535,C
1536,A
1537,A
1538,C
1539,B
1540,C
1541,A
1542,C
1543,C
1544,C
1545,B
1546,B
1547,A
1548,C
1549,A
1550,C
1551,C
1552,C
1553,B
1554,A
1555,A
1556,B
1557,C
1558,B
1559,C
1560,B
1561,A
1562,B
1563,B
1564,B
1565,A
1566,A
1567,A
1568,C
1569,A
1570,A
1571,A
1572,A
1573,B
1574,C
1575,B
1576,A
1577,A
1578,C
1579,B
1580,C
1581,B
1582,B
1583,B
1584,A
1585,A
1586,C
1587,A
1588,A
1589,A
1590,B
1591,C
1592,A
1593,C
1594,A
1595,A
1596,B
1597,A
1598,C
1599,C
1600,A
1601,B
1602,B
1603,A
1604,C
1605,A
1606,C
1607,A
1608,C
1609,B
1610,C
1611,B
1612,A
1613,C
1614,B
1615,B
1616,B
1617,C
1618,A
1619,A
1620,B
1621,B
1622,B
1623,B
1624,A
1625,B
1626,B
1627,A
1628,A
1629,C
1630,C
1631,C
1632,A
1633,A
1634,B
1635,A
1636,A
1637,B
1638,C
1639,A
1640,A
1641,B
1642,A
1643,C
1644,C
1645,A
1646,B
1647,A
1648,A
1649,B
1650,C
1651,A
1652,C
1653,B
1654,B
1655,C
1656,B
1657,B
1658,B
1659,C
1660,C
1661,B
1662,B
1663,B
1664,C
1665,A
1666,A
1667,C
1668,B
1669,B
1670,C
1671,A
1672,B
1673,C
1674,C
1675,C
1676,C
1677,C
1678,A
1679,A
1680,A
1681,A
1682,C
1683,B
1684,B
1685,A
1686,B
1687,B
1688,B
1689,C
1690,B
1691,B
1692,C
1693,C
1694,A
1695,A
1696,C
1697,B
1698,A
1699,C
1700,B
1701,A
1702,C
1703,C
1704,B
1705,B
1706,C
1707,C
1708,A
1709,B
1710,C
1711,C
1712,A
1713,A
1714,B
1715,A
1716,A
1717,A
1718,C
1719,C
1720,B
1721,B
1722,C
1723,B
1724,C
1725,C
1726,A
1727,C
1728,B
1729,C
1730,C
1731,C
1732,C
1733,B
1734,A
1735,A
1736,A
1737,C
1738,B
1739,C
1740,A
1741,A
1742,B
1743,A
1744,A
1745,A
1746,A
1747,B
1748,C
1749,B
1750,A
1751,C
1752,B
1753,A
1754,C
1755,A
1756,A
1757,A
1758,C
1759,B
1760,B
1761,B
1762,C
1763,A
1764,B
1765,B
1766,A
1767,B
1768,B
1769,C
1770,A
1771,A
1772,B
1773,B
1774,C
1775,A
1776,C
1777,B
1778,A
1779,B
1780,A
1781,C
1782,A
1783,A
1784,A
1785,C
1786,A
1787,B
1788,C
1789,C
1790,B
1791,B
1792,C
1793,A
1794,C
1795,A
1796,B
1797,C
1798,B
1799,A
1800,A
1801,C
1802,B
1803,A
1804,C
1805,C
1806,C
1807,B
1808,A
1809,A
1810,A
1811,B
1812,A
1813,B
1814,B
1815,C
1816,B
1817,C
1818,A
1819,C
1820,A
1821,B
1822,B
1823,A
1824,A
1825,C
1826,B
1827,C
1828,A
1829,A
1830,A
1831,C
1832,C
1833,A
1834,A
1835,A
1836,A
1837,C
1838,B
1839,B
1840,C
1841,C
1842,C
1843,A
1844,A
1845,B
1846,A
1847,C
1848,A
1849,B
1850,A
1851,C
1852,C
1853,A
1854,C
1855,C
1856,B
1857,C
1858,B
1859,A
1860,B
1861,B
1862,C
1863,B
1864,B
1865,C
1866,B
1867,A
1868,B
1869,A
1870,B
1871,B
1872,C
1873,A
1874,B
1875,A
1876,C
1877,A
1878,A
1879,B
1880,C
1881,C
1882,A
1883,C
1884,B
1885,B
1886,C
1887,C
1888,B
1889,C
1890,B
1891,B
1892,A
1893,C
1894,B
1895,C
1896,B
1897,A
1898,A
1899,A
1900,A
1901,A
1902,A
1903,B
1904,C
1905,A
1906,A
1907,C
1908,B
1909,A
1910,C
1911,A
1912,A
1913,C
1914,C
1915,B
1916,B
1917,B
1918,A
1919,C
1920,C
1921,A
1922,B
1923,B
1924,C
1925,B
1926,A
1927,C
1928,B
1929,C
1930,B
1931,A
1932,C
1933,B
1934,A
1935,B
1936,B
1937,B
1938,B
1939,C
1940,C
1941,B
1942,A
1943,B
1944,A
1945,A
1946,C
1947,A
1948,C
1949,A
1950,A
1951,B
1952,A
1953,A
1954,C
1955,C
1956,A
1957,A
1958,A
1959,C
1960,A
1961,C
1962,C
1963,C
1964,A
1965,C
1966,A
1967,C
1968,A
1969,B
1970,A
1971,B
1972,A
1973,C
1974,B
1975,A
1976,B
1977,A
1978,A
1979,C
1980,B
1981,B
1982,C
1983,A
1984,C
1985,C
1986,A
1987,A
1988,C
1989,A
1990,C
1991,B
1992,C
1993,B
1994,C
1995,C
1996,B
1997,B
1998,C
1999,A
2000,B
2001,B
2002,B
2003,C
2004,B
2005,C
2006,C
2007,B
2008,B
2009,A
2010,C
2011,A
2012,C
2013,A
2014,B
2015,A
2016,B
2017,B
2018,B
2019,A
2020,C
